amount,account_age,transaction_count,fraud
7711.412915420761,587,72,0
1074.9165488063802,237,88,0
760.6264395407295,839,77,0
7284.605674473997,66,29,1
4959.958248899922,70,32,0
6887.139940313083,809,88,0
4353.925112651425,447,80,0
2471.556312058677,416,11,0
8192.832153565254,532,96,0
7996.164630900103,441,6,0
6950.017743835723,738,35,0
2728.7299209273274,946,33,0
5906.40436202218,464,18,0
3616.1292304308677,921,37,0
924.9049125330752,396,13,0
9173.962618867805,711,74,0
1376.8181228804244,551,90,0
9502.871164669816,657,81,0
4465.597671849978,557,64,0
1859.4779590978103,395,1,0
5423.590464309797,326,63,0
8730.728900405318,893,89,0
7324.926615231516,919,34,0
8067.545867135883,91,10,1
6591.245833440066,750,84,0
6925.842879533346,70,7,0
8493.46455913754,166,56,0
2504.1834085032674,642,80,0
4899.355386794973,214,37,0
2219.882323777826,852,29,0
9876.803399886503,601,12,0
9441.152803469267,335,17,0
403.8738455713739,764,48,0
7058.695973431728,369,84,0
9253.230690982502,861,26,0
1813.947697822062,584,83,0
5683.772853220768,677,12,0
9155.728092904537,49,21,1
349.1203260721304,52,42,0
6977.228469795931,289,61,0
2980.516583651782,790,58,0
9244.717991811538,626,54,0
9710.871869202025,239,34,0
9443.222226243204,133,7,0
4747.4000244080635,999,35,0
8621.80608338324,786,15,0
8447.048491365353,166,65,0
3197.8137277001238,374,90,0
8290.865586765267,373,99,0
379.70627080777126,805,25,0
5966.73608603571,478,59,0
2307.7882845041536,755,79,0
1214.4631889150153,479,86,0
778.7624842757995,832,6,0
6965.924871022617,650,52,0
3405.350888042981,591,79,0
7250.420047572327,682,88,0
662.9098445814343,635,21,0
3159.7504749277973,688,71,0
5399.518010829619,300,93,0
7909.324416741246,82,96,1
3194.3375042913785,87,32,0
6262.654850605721,225,53,0
8860.91770487951,16,59,1
6162.473249941223,822,69,0
2337.2651527888015,358,62,0
253.76380774981482,163,4,0
8702.28775027029,610,86,0
222.48141439536752,668,18,0
8748.269710115152,514,99,0
5294.081968931848,350,81,0
9391.286308143834,909,56,0
7989.844525378917,681,24,0
9979.36176422804,464,66,0
3513.6110363625844,827,13,0
7674.211006421958,837,62,0
4025.2898269563293,375,54,0
4803.95744683605,92,15,0
6278.779577551517,181,69,0
8738.034370721523,743,3,0
9840.993857300959,301,37,0
7685.0514045065365,660,37,0
4183.490153851664,792,3,0
4219.356452747931,189,63,0
7378.447192873026,859,35,0
2395.38368622534,862,52,0
1113.6363901826326,314,87,0
3552.6753548313577,493,28,0
2879.5175266242763,923,94,0
2970.118123355341,922,18,0
2343.7414329886,128,36,0
430.51096446725523,519,33,0
188.56060798680397,426,64,0
9877.346673462955,559,26,0
4283.453606021265,565,48,0
3849.4232051252197,187,40,0
6799.676354103768,550,17,0
2190.356339771991,453,40,0
9500.11222766275,471,7,0
7865.586694011365,988,57,0
903.2159130994726,738,8,0
4181.631950091434,565,56,0
8792.391892546026,911,31,0
9447.87290269119,224,59,0
4679.341097386198,154,58,0
6137.97977821497,560,12,0
1678.6691214598316,351,48,0
9911.774575108395,147,31,0
2324.4002968205996,905,83,0
9427.890423609906,576,63,0
6499.970023433761,349,74,0
6081.290580839803,182,39,0
5131.75822505492,637,76,0
2314.391419060409,179,20,0
1773.5150397350276,39,48,0
2212.657228611052,772,71,0
1872.5182388211026,894,54,0
7798.048890931866,3,78,1
3507.7513390756335,64,75,0
587.8483388683297,29,71,0
9691.335275106705,372,29,0
8839.020990784622,523,74,0
9278.245309120177,97,93,1
9949.12914823789,870,73,0
1747.213539702678,442,48,0
3968.457768837561,203,74,0
7584.8023722838725,411,83,0
6963.2459743573845,993,56,0
1547.420104335152,21,95,0
8160.172918656272,551,17,0
2252.16131264824,735,9,0
2245.9379720780043,102,97,0
5374.374484705201,46,34,0
5933.469949068614,66,45,0
5805.061216299734,603,88,0
923.9535056035712,164,9,0
8775.8340176775,971,7,0
2663.3444254611736,111,16,0
1303.8540636152136,338,19,0
8888.593317891082,123,6,0
9556.958467315237,705,11,0
8622.654896481852,447,76,0
8097.065586501532,611,61,0
6555.867386583827,291,42,0
5513.065132385302,671,13,0
878.9977315149873,412,12,0
4090.44759857628,615,85,0
3733.158284953017,897,74,0
2604.940299765659,281,20,0
7236.966935748964,43,50,1
4963.798593436921,486,36,0
819.6516969174029,596,92,0
2209.6301874786154,963,88,0
6835.755048959363,703,69,0
770.5472863080988,51,37,0
8513.557071347199,898,12,0
4956.5138048696035,210,99,0
4811.059907493213,126,40,0
5928.153768748581,492,54,0
8248.562849592241,509,2,0
3484.6139869429085,960,50,0
6783.381364065045,970,41,0
5661.662320317952,581,45,0
2677.612418992519,777,9,0
8787.513563688028,258,62,0
7976.285955853212,930,86,0
6587.93382823767,188,47,0
8507.311473651476,230,5,0
8674.269067588426,189,76,0
7086.546137383198,415,1,0
8371.763150353083,10,44,1
6977.739902076143,114,22,0
6804.606309885401,76,38,0
6189.927668369691,676,19,0
7529.639229180836,502,80,0
1594.4650018778063,85,31,0
8809.898884397295,49,67,1
8719.716842174868,495,87,0
302.1803575152459,838,42,0
8259.909338141979,689,82,0
1297.4099760597176,387,26,0
3357.8373540488274,970,13,0
7437.647480353162,389,58,0
1615.991361522599,218,18,0
8181.4905709494315,701,67,0
8323.020437797843,981,87,0
5079.602660270753,346,3,0
73.79485845116747,230,55,0
2877.510950417379,255,89,0
6173.099914573665,236,91,0
9812.04991849396,26,58,1
6321.817134896517,584,63,0
2605.437774830956,261,91,0
6343.716973965117,766,52,0
5404.453943361396,271,89,0
7800.655497559925,123,24,0
1078.7365818813146,656,72,0
7612.66874599526,257,9,0
5417.253120974342,656,37,0
9630.290118551356,421,94,0
3425.302938726474,259,83,0
6329.892712408142,948,53,0
9320.960774045074,47,80,1
1034.0721826268857,863,24,0
9372.912587492146,525,21,0
6881.978365785126,888,40,0
687.6922204606673,208,62,0
3016.626033798694,311,70,0
7084.639165566363,747,69,0
682.8325086730292,149,14,0
5825.88289716097,834,42,0
3465.371738960038,438,50,0
6212.946022497096,155,61,0
466.9629177870034,678,4,0
8716.65269346224,90,72,1
9735.154802082196,698,88,0
9689.089774304059,830,75,0
7499.021799111818,358,17,0
1309.5615389050133,174,85,0
7585.049327330936,217,57,0
255.6232954234271,907,90,0
231.01427977468256,456,48,0
3242.866089303917,776,44,0
4891.545472142611,609,45,0
7706.370103899854,629,91,0
6836.1208122989865,199,80,0
4464.568036703716,832,90,0
2743.530396153842,486,33,0
9971.273756575534,533,31,0
4267.55120933737,200,47,0
4519.356373053458,371,6,0
1644.6019737047752,959,72,0
7950.147392011794,853,71,0
6939.885435557071,448,34,0
2215.488431759716,248,53,0
832.9866457022686,788,14,0
6808.188027726384,264,16,0
6548.567030668541,58,43,0
2739.862674712111,302,73,0
9509.1269868816,31,74,1
1519.0683388911934,498,81,0
4329.024662415593,249,12,0
9436.723042474312,605,70,0
4203.075896091962,777,19,0
6388.874217164214,271,41,0
3981.968035648315,606,53,0
2749.4098714632137,666,29,0
9839.936703118685,394,70,0
4099.24672308728,797,59,0
8942.051044754553,502,89,0
2307.246512851951,592,64,0
2138.915993210582,804,24,0
321.0294880162685,84,89,0
6520.151585505092,365,16,0
3691.578173800374,886,52,0
8644.938915897974,549,80,0
4737.366967848656,342,6,0
9682.25234486807,839,37,0
1863.3999018741802,407,85,0
8687.545447876551,425,4,0
7768.2025593895,744,98,0
7711.509227994079,93,92,1
8449.384448887708,848,38,0
7612.629669520559,614,41,0
6265.9410130978395,412,92,0
1321.1363280470518,432,81,0
334.93653311760664,678,14,0
9209.269999678712,159,71,0
6170.336642062173,14,86,0
7967.407536852002,373,51,0
4820.408291610375,225,65,0
1181.9088077343208,505,93,0
1260.606064103479,73,52,0
6858.797219417424,249,95,0
4308.755890045632,511,30,0
2013.2420197363638,603,57,0
4921.029521946954,216,79,0
651.4472813805895,973,82,0
5823.894305124843,602,99,0
2697.2441103066258,541,30,0
7977.61541536551,947,98,0
3110.515969646502,817,42,0
4557.649289327194,939,11,0
126.08919368192535,988,27,0
733.7444090676432,220,24,0
3931.0106285027814,840,99,0
4804.588958824063,727,39,0
6004.2052757118445,221,72,0
2923.7091613059392,389,18,0
6952.86904240416,554,77,0
8602.622747920153,647,45,0
7800.711379044565,42,88,1
405.79206523008787,676,87,0
4810.264403105711,873,12,0
1058.2524823975668,283,49,0
2428.0297084666495,58,94,0
9866.759306738793,814,31,0
1433.530473586117,834,92,0
4993.892652979047,537,22,0
6185.3757858380095,73,44,0
7027.625055735599,885,92,0
5600.8903480342715,923,64,0
107.61076571764475,129,77,0
3271.3484693574787,599,25,0
5181.939317413267,842,51,0
887.7863264568853,426,7,0
3512.7630427797158,948,6,0
341.699056825752,665,24,0
794.9991865786573,694,19,0
3975.263529253945,125,83,0
1335.8303828901728,67,9,0
5679.733074132966,6,36,0
6897.755041681285,637,40,0
8007.861124099738,314,93,0
2009.5009400056529,326,24,0
1683.1509967681068,565,48,0
1054.6327249406586,578,63,0
6367.938192940931,826,69,0
7067.6925076041425,506,53,0
325.54558680816393,82,54,0
9362.760339974462,599,42,0
529.1931236782094,2,45,0
5417.550389657694,204,90,0
7093.514589314655,662,14,0
8710.981546223395,805,29,0
7143.728452002953,404,6,0
8019.263549867221,103,7,0
3401.1074235026326,536,37,0
8150.102886327657,368,53,0
810.3473153829046,212,18,0
8949.21839404467,577,87,0
5480.447837775825,961,38,0
8174.804721925312,209,59,0
4528.659662337818,763,1,0
6439.341175013285,897,68,0
5268.762582751771,117,44,0
7318.579322335765,628,47,0
825.4835204855899,749,35,0
612.9173190657324,478,87,0
2478.561307761363,105,91,0
1603.8513543307515,495,60,0
8719.117830256095,771,90,0
2199.947733706863,46,52,0
9758.893905633122,823,8,0
3375.5889597933574,331,80,0
1829.3579777301059,216,41,0
7899.088086353367,982,3,0
6590.490677253752,960,96,0
4986.975207366859,492,69,0
5558.081873866936,813,84,0
7194.825764939916,922,14,0
2292.262865899674,845,96,0
9963.375821406851,449,26,0
9748.183689846364,536,70,0
6506.753606605899,511,58,0
2003.4290847821599,458,40,0
6805.4801418886,547,51,0
731.2621057019667,536,5,0
316.2184970360026,540,77,0
2584.2520562270247,484,32,0
4631.60333782577,976,80,0
8684.042329029722,16,1,1
7274.419006965417,571,77,0
7429.638146787811,977,54,0
4260.678411136273,243,11,0
3465.8905755441597,950,53,0
3716.677242216181,207,8,0
9876.619141723218,912,25,0
410.6908222107,271,40,0
8671.644646263261,761,32,0
5790.96733163821,994,88,0
4391.768037704009,779,28,0
7255.3240275472135,705,78,0
4871.822724832781,847,3,0
8735.498148435789,730,91,0
9008.011621472473,115,84,0
4222.99205946582,580,79,0
2775.509694378165,299,62,0
5927.579782647688,837,27,0
9124.509822710743,483,45,0
2114.515268166609,397,92,0
6233.436169799193,394,25,0
6319.28659872428,75,61,0
7333.799093928657,978,44,0
1324.3611744213254,482,97,0
7161.091397174065,103,46,0
9091.234881449753,297,14,0
1805.0342576137173,178,8,0
2383.0578159895376,215,48,0
9714.23698947598,967,14,0
1817.9597575678029,315,65,0
8545.307082762096,39,80,1
4927.855785915867,259,82,0
2479.8384332877386,716,7,0
8708.79151371239,7,79,1
4458.599497476628,49,88,0
5153.025365757605,538,49,0
3598.7413603036593,161,55,0
5933.579005834925,869,13,0
1643.6034871243774,176,73,0
3916.9045511510894,591,56,0
9694.429100129522,2,56,1
2588.752992684264,895,15,0
6570.799278767509,455,57,0
3258.6487416047016,928,58,0
7736.996525609141,644,35,0
1317.4278705763147,276,88,0
9698.512240334661,498,97,0
4543.3575184225565,629,16,0
2368.144128831175,676,8,0
744.2325058268265,800,93,0
1705.881471824532,28,87,0
5202.541746074617,333,45,0
3376.66173254855,1,95,0
8290.544825167268,188,40,0
4314.566361381441,56,54,0
2494.655583150423,547,14,0
6175.27841617426,112,59,0
7070.704396685604,798,94,0
1678.748659930489,310,53,0
1684.5159707202934,36,27,0
376.3475550660943,439,47,0
7366.6561305057485,729,80,0
6641.4072309418325,592,6,0
4751.56244874064,826,55,0
8443.26278520228,595,97,0
8058.644827971031,577,44,0
5857.690100323554,325,18,0
8684.030092327454,640,16,0
2066.3536882673147,307,12,0
1128.0769977833015,534,20,0
2704.7986190547263,728,45,0
580.2976923322553,619,64,0
5316.38358473031,109,59,0
9366.690866026665,372,93,0
403.0419712784114,357,94,0
1229.8780409601677,181,90,0
4527.468292551518,356,22,0
9339.41142510377,676,97,0
3168.3994887177378,68,47,0
5077.2757387970405,292,29,0
425.31286191341707,692,86,0
1491.9485776112676,181,45,0
9866.43492835888,466,77,0
9651.535777396095,434,9,0
59.35040953475206,464,24,0
9518.599736378157,681,15,0
6394.808178776849,914,36,0
8680.50376225502,534,13,0
4552.851157782253,66,91,0
5160.80432550671,21,44,0
4893.5773367666325,612,71,0
6671.973932885582,384,72,0
1405.116035015566,812,78,0
309.4361628280528,615,76,0
3086.2201164959974,559,36,0
7049.760819739101,39,61,1
2026.515986708254,285,81,0
6737.590008915924,822,40,0
9699.421340611632,602,93,0
948.0681507362897,597,27,0
6729.295161069012,785,1,0
4443.064690852666,336,34,0
8682.741121231278,188,68,0
1779.7263965793852,671,88,0
6929.333262739384,243,21,0
8382.77174358462,73,33,1
9446.696052545492,479,7,0
6835.647802613562,974,65,0
4976.775892444189,561,3,0
6182.293929610127,101,51,0
8690.360794942395,514,79,0
5710.391368921909,756,95,0
313.56672637140025,176,54,0
9310.177468114709,238,80,0
6898.372242805296,910,74,0
6768.368723914693,59,93,0
2164.5947724531948,865,59,0
6592.265847624245,99,6,0
3944.7054124850433,954,29,0
6515.817440644506,871,17,0
1074.8643727768274,954,60,0
6581.87459298433,495,22,0
9994.143120448958,947,24,0
491.6382682169547,980,81,0
9771.97010037096,514,85,0
4075.010527621477,755,51,0
8708.826968869218,297,50,0
7826.030985742152,211,11,0
5674.492447256811,123,56,0
7387.107600420752,229,71,0
8786.370457400466,594,42,0
4047.3618132938195,656,39,0
3277.0612840167546,388,69,0
6679.257921780211,140,48,0
8080.380959993173,541,57,0
7625.228496418391,391,21,0
7980.158352097758,270,82,0
4361.477314981201,759,99,0
8180.163819588466,12,20,1
1210.8884631523783,867,15,0
5449.446088628887,389,69,0
67.52901837623449,337,77,0
3252.6124407037,506,51,0
3670.9507333652646,106,76,0
3967.7651891764613,32,62,0
6957.717394831723,74,85,0
3891.695431690754,171,37,0
4492.449289999081,849,6,0
2383.0658674345314,69,71,0
3738.7853983771074,813,26,0
2280.423576358883,362,8,0
741.2272784467519,649,73,0
6038.451447879966,433,91,0
6685.445857564612,929,4,0
6198.708556636049,996,21,0
4640.305497567718,100,31,0
3804.059943990506,658,21,0
8634.703159222534,9,25,1
5195.627033510818,574,15,0
4797.026957521012,697,35,0
266.1642374062925,29,49,0
3419.0657979853017,893,43,0
3808.154231670712,114,41,0
3994.239581160036,462,37,0
5805.921968581049,921,57,0
5340.689441801515,143,42,0
6082.971877006512,390,47,0
7651.1837828058615,632,92,0
8131.727529773774,682,61,0
7184.049531502679,157,14,0
9555.681722589798,335,68,0
192.1435009368527,861,53,0
1965.8220769786255,260,84,0
85.55312103163978,82,34,0
6478.272394404484,754,76,0
8981.32518401037,441,97,0
2442.3881427972296,945,24,0
9271.075102515104,172,20,0
612.0712289927129,231,69,0
9345.015907787089,720,30,0
3522.7106455239477,75,88,0
1023.194076207673,270,7,0
4863.858874271393,899,36,0
2575.1979115278746,626,38,0
2855.880290599609,62,80,0
3079.8267496136027,874,52,0
8032.228719348308,320,15,0
5396.221153985793,102,46,0
3119.9639145684764,429,23,0
6107.234495276074,874,12,0
7164.345235489704,722,93,0
2733.5137673280024,954,44,0
4141.355524238262,255,15,0
1227.642072436106,532,93,0
1819.6820018514563,570,49,0
6814.3673611101785,112,21,0
1822.569093479313,985,15,0
5256.382202833931,313,14,0
7093.372154607103,998,42,0
1077.700461716491,461,80,0
5677.449074092747,708,15,0
2573.062209176624,887,63,0
9629.639483623423,462,68,0
4840.621010732048,865,27,0
8061.86557225383,92,87,1
5506.763156141055,52,93,0
443.69120321964346,805,53,0
6335.1822421842835,520,52,0
9514.519388644503,812,63,0
6020.102083261849,98,73,0
8193.696705673634,236,53,0
8843.222568850593,901,57,0
2288.5169217698353,374,52,0
2128.327950683184,581,43,0
6113.700078621408,927,7,0
4116.17441336898,557,42,0
8400.214415638537,649,4,0
9001.231002746132,234,69,0
3540.679579234154,32,5,0
2376.336884155076,289,75,0
7807.449897286179,638,92,0
2755.3122951258797,579,80,0
8227.917041951647,542,41,0
4243.145153951141,114,94,0
6678.82349392179,204,4,0
964.3977852083351,29,2,0
6242.354653518964,643,67,0
4523.159110584919,474,21,0
5870.218547122986,697,70,0
1688.4619353711855,253,43,0
7371.36871199238,798,82,0
8629.342804656853,905,69,0
2175.2306029068486,922,9,0
966.1884096464156,386,84,0
246.1494746029006,62,28,0
6423.295289428227,515,26,0
6074.869420526919,430,82,0
5471.507153013559,580,83,0
2327.1514901985943,537,3,0
3915.1508990960915,691,73,0
5948.818588509868,141,95,0
4972.7009200031025,743,49,0
9877.977346946724,300,17,0
1373.033128041764,675,63,0
6954.494094935462,311,55,0
4049.144493361878,471,23,0
4287.714153106891,393,34,0
7178.801678925181,642,69,0
6927.437151730453,445,15,0
9912.64737708486,758,47,0
1292.658951646711,809,3,0
1050.0553973478218,172,83,0
7246.144783116124,576,28,0
5788.085300894027,31,3,0
2748.8650589324607,47,4,0
803.3994961999762,130,88,0
865.7259134683411,352,31,0
8942.966837894543,978,45,0
1926.7545739402417,845,59,0
3240.481905534052,622,45,0
2274.2974582476104,581,75,0
3556.4130952610535,58,37,0
703.5441890334728,106,65,0
5195.407311173621,812,9,0
685.4495102862269,330,17,0
8005.561513145392,768,65,0
2344.783698285226,824,3,0
5404.719026899061,683,26,0
8801.990084738967,383,53,0
6512.26491678147,985,31,0
5334.24828764784,162,26,0
3250.0941936226022,997,23,0
3336.6891114513974,286,30,0
6698.174682429919,71,10,0
9941.452218599463,767,72,0
6621.773506595292,454,89,0
5582.256339526549,886,64,0
7309.198597290068,567,22,0
4657.4040667143445,835,15,0
610.8220025818443,397,56,0
5627.345190620319,515,74,0
9576.676592208749,26,20,1
1761.2763941530197,313,47,0
6903.148859298451,126,87,0
2017.3275497039742,408,53,0
5362.918567886082,565,53,0
975.797731970729,198,1,0
4509.205653219269,811,2,0
7564.071655663508,188,58,0
3482.239527147431,698,19,0
6652.468127627308,817,62,0
7956.545108289394,810,78,0
9272.506416599732,716,72,0
2354.0743977359807,484,12,0
3999.1659989349882,450,26,0
1532.63597317087,523,27,0
9924.910186562169,871,29,0
9270.73966956371,354,15,0
5404.17173150279,986,46,0
8421.91261082045,658,1,0
5214.370192947701,597,60,0
6239.62102314757,100,92,0
900.353076839006,616,57,0
7555.1515007631115,948,3,0
1285.8577015159958,558,18,0
8262.415626222759,556,52,0
7822.460595827155,278,60,0
7090.359530452334,693,34,0
371.2422014423735,699,96,0
3038.252275893833,990,93,0
2638.4945734093203,626,89,0
3607.7627106404757,491,60,0
885.551040170747,255,26,0
9370.208652080317,381,72,0
5542.4843847166385,892,19,0
3062.1878634736554,542,22,0
3975.845355572091,264,93,0
4477.553379643308,610,33,0
6009.9373902725665,825,38,0
5161.637482688013,879,35,0
9194.725812412029,329,67,0
4974.665194229245,115,83,0
9921.658568084893,276,10,0
8515.735327873506,488,91,0
2093.0200384297846,281,15,0
9306.646194292724,275,11,0
1172.500314875906,773,90,0
8176.322587827004,843,24,0
3812.426701831035,719,77,0
8780.963461246245,896,96,0
8681.886334173429,328,4,0
8061.194747175035,211,13,0
7902.404058707543,727,73,0
3053.7445995894273,923,57,0
818.3836376820093,552,98,0
4035.771985863963,992,37,0
1743.5099047152216,26,48,0
6952.561378135592,27,71,0
3467.5362681124775,702,1,0
9756.34590659055,83,60,1
6413.311052679866,896,12,0
8226.580830707266,946,21,0
1333.9214806910659,682,11,0
8621.524677903499,413,44,0
9228.34433322881,167,58,0
4875.74856900117,700,44,0
6066.466848132264,169,78,0
7650.449911020924,801,98,0
1756.6378863315213,979,34,0
5030.635103869789,229,25,0
3992.643647445408,979,4,0
1472.2761817008686,609,64,0
3681.668878692399,367,90,0
691.0413707610808,528,16,0
267.860950425375,791,10,0
1360.3112286566793,647,66,0
9631.519964775847,538,35,0
5499.800063591219,864,83,0
9658.563389920668,524,6,0
4330.653804518019,72,19,0
3125.043169521743,645,59,0
5066.357209774039,106,53,0
4400.721769442772,732,8,0
1065.5901957748217,885,78,0
6411.854883755161,965,10,0
2168.2214432709,689,67,0
6199.683669429318,282,38,0
6505.5089130575525,133,29,0
1528.7282827551946,534,15,0
622.8827748355749,975,87,0
7809.808244823714,269,23,0
4603.406233455508,412,82,0
591.0563170997032,673,46,0
9948.714508525974,619,83,0
587.2278043537027,791,28,0
6953.401936296947,865,26,0
9836.952463381502,747,10,0
2399.409241117097,18,47,0
1431.07119318509,754,4,0
1222.6355448300646,117,55,0
3039.7187242002797,798,66,0
1019.4476519963605,794,67,0
6924.691803524378,144,7,0
632.2950633193263,717,55,0
5099.1270602163995,551,80,0
9967.001569991238,929,31,0
8141.562992365128,666,74,0
6156.042187927798,688,19,0
3069.4736716582506,961,28,0
6242.719404553468,753,81,0
5275.1442244774,422,28,0
4266.573005064811,898,19,0
1315.7966636345927,369,87,0
8867.176110252263,646,20,0
4503.348641725012,558,13,0
1954.278893089443,50,77,0
3683.915915264123,678,43,0
4147.156227763981,106,11,0
8277.103576713074,216,48,0
7338.807661808406,658,15,0
7695.355887476984,923,17,0
120.20233164218567,425,54,0
4167.3784418158175,72,50,0
4818.628074836883,988,28,0
201.7308454623363,842,83,0
2605.533955362892,785,4,0
7605.295332990128,759,22,0
1379.7259602327006,446,86,0
5357.748213211391,925,39,0
2159.8667014522025,186,34,0
131.08653869249378,70,97,0
2419.6025614194195,974,44,0
9758.978811551437,150,42,0
8017.355747711066,246,40,0
9596.170676767124,774,97,0
4883.661898824361,538,12,0
1106.26462478826,935,2,0
5484.115294847193,652,28,0
4549.229572254009,99,74,0
8445.127256568763,910,86,0
989.8449820346034,278,81,0
4887.528958847564,563,90,0
1508.9861602929027,663,67,0
3253.5125096316992,944,71,0
7376.197203104119,455,72,0
4765.421112393978,104,84,0
3765.1239686062354,946,76,0
3950.818022914653,601,99,0
4599.873216375807,653,81,0
7852.315272932198,725,92,0
8921.926042512941,233,10,0
9553.793518174243,394,86,0
7871.164828690398,501,57,0
3160.9148885226473,695,97,0
6884.465713804556,251,86,0
4381.655209313365,521,37,0
2554.159514240051,79,77,0
8410.307078464966,52,91,1
393.87922613362673,898,64,0
9018.60230143288,921,79,0
4620.159871601094,781,86,0
6375.642753314722,226,94,0
6596.945682835769,51,40,0
8952.226229658298,186,98,0
6370.330124850401,34,60,0
6143.196511753017,803,98,0
675.8538852012928,742,48,0
5188.896139232589,131,99,0
1510.188318162246,632,19,0
7376.963349527641,443,72,0
5127.096988918618,838,33,0
6805.475514291449,759,44,0
426.3122770178188,432,92,0
857.0722402975741,704,37,0
7166.070646746196,497,89,0
730.1225166267469,403,36,0
721.8547103749333,323,81,0
130.96366759652562,210,88,0
9565.448969011806,615,21,0
7377.70851099548,329,2,0
3538.9815709356208,372,31,0
2972.3904570636755,460,97,0
3503.535265161037,133,30,0
7748.788776500007,835,76,0
6617.09240459344,651,44,0
1860.1037229960048,121,12,0
1749.3522599875025,606,51,0
992.9725406368392,452,49,0
6606.424169816368,965,24,0
7646.082895595142,129,24,0
2657.81381896679,91,60,0
219.24016069881898,604,11,0
830.8949580895091,575,13,0
9678.921748101855,29,91,1
2961.4933269994285,722,72,0
7694.539246902955,524,74,0
6250.389052854095,333,72,0
3825.57700013243,297,64,0
2064.8157493335957,130,20,0
1222.6503174124703,293,72,0
6153.979550708277,173,73,0
7748.5914685715015,720,71,0
6442.603492875895,944,78,0
5307.718311159091,24,28,0
429.0927220820463,99,2,0
9685.202888167894,406,43,0
7989.1547746292,356,8,0
2935.292146642638,139,13,0
9799.903590294918,503,85,0
6022.797080466858,826,92,0
5828.402355490392,174,35,0
7483.251062501025,29,23,1
8119.580183020475,931,46,0
6568.221287241711,496,15,0
1289.6765061983383,655,2,0
3389.292384885039,828,61,0
9281.555566857236,351,76,0
2253.909962320081,554,64,0
3727.9485681367582,299,52,0
4326.448060612518,720,36,0
4399.6558470475775,842,67,0
6133.26642912031,945,69,0
9431.327619069629,192,67,0
2414.5201912067246,672,47,0
1223.7987492461714,64,83,0
1982.7301937007737,755,2,0
8870.379753090603,770,44,0
6461.650018425508,664,64,0
2866.2088244992096,215,81,0
8161.309920296487,834,78,0
8615.086263670726,166,28,0
8466.678243515878,543,91,0
9190.07607105915,883,54,0
2529.887791531882,232,74,0
7552.86886817532,794,67,0
4610.789577768659,541,36,0
8421.565543371715,195,63,0
7287.621864844516,506,25,0
7766.709990532249,334,86,0
6565.056758433904,768,48,0
1782.5134070023717,793,39,0
5454.818919780414,304,47,0
9846.850697849837,833,94,0
9374.506784306219,437,21,0
441.3056206121466,323,30,0
1656.5000091370769,502,92,0
1325.9704468110735,858,31,0
7262.539300753102,914,26,0
8179.675445270881,393,22,0
2142.9785494436123,806,21,0
5063.468402588772,599,1,0
8408.623249831888,149,37,0
7330.687432214843,761,77,0
5426.949682863565,833,85,0
5907.573427683141,405,46,0
5088.521863693637,283,9,0
2982.5090286750174,362,17,0
5654.569708661571,379,47,0
6891.964167480406,198,85,0
8734.49592944947,556,95,0
6366.550626252688,356,59,0
7613.604155061148,540,54,0
1609.1156331961843,429,86,0
4620.959169453701,17,12,0
103.22288207266203,639,64,0
2474.321856571014,379,6,0
7267.3525339789185,680,53,0
9918.18141398014,506,16,0
1000.7892148762869,756,90,0
4020.92821545427,899,5,0
8002.708977304604,76,73,1
2048.315989942699,231,46,0
5555.29864352984,716,14,0
7333.382247336452,962,44,0
6163.694648099188,248,63,0
1888.367098808007,302,94,0
3560.291841170537,726,52,0
7840.079927009118,215,26,0
5546.7228761788465,158,53,0
62.24383929369824,69,29,0
7612.297692680658,393,19,0
362.76043585298834,85,47,0
7459.880489485009,267,8,0
2032.7807960507218,69,23,0
9581.154066392608,611,35,0
3685.728105507824,347,95,0
3276.0468472174102,962,53,0
1497.3916228211224,728,99,0
3062.986112747247,927,96,0
8767.741110663723,673,58,0
9963.3800328962,423,5,0
3689.412209763415,606,16,0
4491.620203235881,174,17,0
7223.488672645343,677,32,0
8863.095846846094,115,96,0
5934.5128985259735,220,52,0
3921.341724796515,956,20,0
4132.092190077751,31,66,0
6959.2252835031,523,84,0
42.15045340674403,343,82,0
6199.697481223809,377,1,0
3561.3751743091602,130,58,0
7944.031339458072,617,93,0
938.9764918330902,539,93,0
5886.140646814421,739,83,0
4814.919169962376,2,44,0
6426.832003793222,871,6,0
657.8874088848538,101,50,0
5804.0380364070315,533,72,0
5619.231033715642,58,88,0
5610.994343217548,389,20,0
6038.8417892985835,692,14,0
6767.914692891359,941,5,0
8051.84010681089,341,41,0
2705.508994080861,861,40,0
8252.24360769882,20,34,1
4987.574265811902,255,80,0
779.8122085519683,317,45,0
594.9237831473522,38,71,0
3349.0408037736474,660,80,0
7851.120801343561,537,71,0
7079.7325380617485,386,27,0
7888.263497077341,633,78,0
5177.517873851678,928,78,0
4407.587989575351,26,44,0
1483.0507417957767,454,33,0
3288.6456085570226,681,33,0
4345.8534680770135,323,44,0
895.1182924993761,737,20,0
2213.9134075850006,513,36,0
5986.27068769675,819,7,0
7359.274511249507,773,32,0
9983.491638815567,13,67,1
9331.80218012214,915,39,0
6429.226343356563,908,93,0
4218.26805240778,560,24,0
6365.411873435245,921,86,0
7858.659664621518,825,70,0
1192.1785473246393,371,88,0
4104.9498480659195,291,87,0
8399.624833499816,332,54,0
3844.4911898111095,606,38,0
5723.003989559594,261,74,0
